gene,n_total,n_positive,n_negative,min_class_count,passes_thresholds,review_status_examples
ANXA3,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ANXA9,4,0,4,0,False,"criteria provided, single submitter"
AP1S1,4,4,0,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
APEX1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
APOBEC3D,4,0,4,0,False,"criteria provided, single submitter"
AQP7,4,0,4,0,False,"criteria provided, single submitter"
ARFGAP3,4,0,4,0,False,"criteria provided, single submitter"
ARHGAP10,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ARHGAP23,4,0,4,0,False,"criteria provided, single submitter"
ARHGAP28,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ARHGAP36,4,0,4,0,False,"criteria provided, single submitter"
ARHGAP40,4,0,4,0,False,"criteria provided, single submitter"
ARHGEF26,4,0,4,0,False,"criteria provided, single submitter"
ARHGEF37,4,0,4,0,False,"criteria provided, single submitter"
ARID4A,4,0,4,0,False,"criteria provided, single submitter"
ARMC7,4,0,4,0,False,"criteria provided, single submitter"
ASAP2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ASB11,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ASMT,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
ASNSD1,4,0,4,0,False,"criteria provided, single submitter"
ATAT1,4,0,4,0,False,"criteria provided, single submitter"
ATOH1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
ATOSB,4,0,4,0,False,"criteria provided, single submitter"
ATP1B4,4,0,4,0,False,"criteria provided, single submitter"
ATP5MGL,4,0,4,0,False,"criteria provided, single submitter"
ATXN3,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ATXN3L,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
ATXN7L2,4,0,4,0,False,"criteria provided, single submitter"
AVL9,4,0,4,0,False,"criteria provided, single submitter"
BAG1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
BAHCC1,4,0,4,0,False,"criteria provided, single submitter"
BCCIP,4,0,4,0,False,"criteria provided, single submitter"
BCDIN3D,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
BEST1;FTH1,4,4,0,0,False,"criteria provided, multiple submitters, no conflicts"
BEST2,4,0,4,0,False,"criteria provided, single submitter"
BEST3,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
BHMT,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
BICRAL,4,0,4,0,False,"criteria provided, single submitter"
BID,4,0,4,0,False,"criteria provided, single submitter"
BIRC2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
BMP8B,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
BOLA3,4,4,0,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
BRD7,4,0,4,0,False,"criteria provided, single submitter"
BSPRY,4,0,4,0,False,"criteria provided, single submitter"
BTBD17,4,0,4,0,False,"criteria provided, single submitter"
BTBD6,4,0,4,0,False,"criteria provided, single submitter"
BTC,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
BTNL9,4,0,4,0,False,"criteria provided, single submitter"
C2CD4C,4,0,4,0,False,"criteria provided, single submitter"
C4BPB,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
C5AR1,4,0,4,0,False,"criteria provided, single submitter"
C8G,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CA14,4,0,4,0,False,"criteria provided, single submitter"
CA6,4,0,4,0,False,"criteria provided, single submitter"
CACNA2D3,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
CALCOCO2,4,0,4,0,False,"criteria provided, single submitter"
CALHM3,4,0,4,0,False,"criteria provided, single submitter"
CAMTA2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CANX,4,0,4,0,False,"criteria provided, single submitter"
CAPG,4,0,4,0,False,"criteria provided, single submitter"
CASP14,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CASP7,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CATSPERZ,4,0,4,0,False,"criteria provided, single submitter"
CCDC107,4,0,4,0,False,"criteria provided, single submitter"
CCDC117,4,0,4,0,False,"criteria provided, single submitter"
CCDC120,4,0,4,0,False,"criteria provided, single submitter"
CCDC138,4,0,4,0,False,"criteria provided, single submitter"
CCDC149,4,0,4,0,False,"criteria provided, single submitter"
CCDC158,4,0,4,0,False,"criteria provided, single submitter"
CCDC166,4,0,4,0,False,"criteria provided, single submitter"
CCDC169-SOHLH2,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
CCDC170,4,0,4,0,False,"criteria provided, single submitter"
CCDC181,4,0,4,0,False,"criteria provided, single submitter"
CCDC24,4,0,4,0,False,"criteria provided, single submitter"
CCDC51,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CCDC74B,4,0,4,0,False,"criteria provided, single submitter"
CCL20,4,0,4,0,False,"criteria provided, single submitter"
CCL25,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CCN3,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CCNA2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CCNB2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CCNP,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
CCNT1,4,0,4,0,False,"criteria provided, single submitter"
CCR3,4,0,4,0,False,"criteria provided, single submitter"
CCZ1,4,0,4,0,False,"criteria provided, single submitter"
CD180,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CD300C,4,0,4,0,False,"criteria provided, single submitter"
CD300LG,4,0,4,0,False,"criteria provided, single submitter"
CD68,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CD80,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CD8B,4,0,4,0,False,"criteria provided, single submitter"
CDC42EP1,4,0,4,0,False,"criteria provided, single submitter"
CDC5L,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
CDCA8,4,0,4,0,False,"criteria provided, single submitter"
CDH24,4,0,4,0,False,"criteria provided, single submitter"
CDKAL1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CDR2,4,0,4,0,False,"criteria provided, single submitter"
CEACAM1,4,0,4,0,False,"criteria provided, single submitter"
CEACAM20,4,0,4,0,False,"criteria provided, single submitter"
CENPN,4,0,4,0,False,"criteria provided, single submitter"
CEP57L1,4,0,4,0,False,"criteria provided, single submitter"
CER1,4,0,4,0,False,"criteria provided, single submitter"
CERS2,4,0,4,0,False,"criteria provided, single submitter"
CERS6,4,0,4,0,False,"criteria provided, single submitter"
CFAP221,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
CFAP77,4,0,4,0,False,"criteria provided, single submitter"
CFLAR,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CGB1,4,0,4,0,False,"criteria provided, single submitter"
CGB7,4,0,4,0,False,"criteria provided, single submitter"
CGB8,4,0,4,0,False,"criteria provided, single submitter"
CHID1,4,0,4,0,False,"criteria provided, single submitter"
CHPF,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CHRNA6,4,0,4,0,False,"criteria provided, single submitter"
CHRNA9,4,0,4,0,False,"criteria provided, single submitter"
CIART,4,0,4,0,False,"criteria provided, single submitter"
CLASP1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
CLDN22,4,0,4,0,False,"criteria provided, single submitter"
CLDN34,4,0,4,0,False,"criteria provided, single submitter"
CLDN6,4,0,4,0,False,"criteria provided, single submitter"
CLEC18A,4,0,4,0,False,"criteria provided, single submitter"
CLEC4D,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CLEC4E,4,0,4,0,False,"criteria provided, single submitter"
CLEC6A,4,0,4,0,False,"criteria provided, single submitter"
CLGN,4,0,4,0,False,"criteria provided, single submitter"
CLIC1,4,0,4,0,False,"criteria provided, single submitter"
CMBL,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CNOT9,4,4,0,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CNTD1,4,0,4,0,False,"criteria provided, single submitter"
CNTF,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
COL8A1,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
COMMD5,4,0,4,0,False,"criteria provided, single submitter"
CORO2A,4,0,4,0,False,"criteria provided, single submitter"
COX4I2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CPA3,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CPNE1,4,0,4,0,False,"criteria provided, single submitter"
CRIPAK;LOC126806945;UVSSA,4,0,4,0,False,"criteria provided, single submitter"
CRTC3,4,0,4,0,False,"criteria provided, single submitter"
CRYGB,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CSGALNACT2,4,0,4,0,False,"criteria provided, single submitter"
CTAGE15,4,0,4,0,False,"criteria provided, single submitter"
CTAGE4,4,0,4,0,False,"criteria provided, single submitter"
CTSL,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CXCL2,4,0,4,0,False,"criteria provided, single submitter"
CXCR5,4,0,4,0,False,"criteria provided, single submitter"
CXXC5,4,0,4,0,False,"criteria provided, single submitter"
CYB5D2,4,0,4,0,False,"criteria provided, single submitter"
CYB5R4,4,0,4,0,False,"criteria provided, single submitter"
CYBRD1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CYP20A1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CYP2A13,4,0,4,0,False,"criteria provided, single submitter"
CYP3A5,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
CYP4A11,4,0,4,0,False,"criteria provided, single submitter"
CYP4A22,4,0,4,0,False,"criteria provided, single submitter"
DAB2IP,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
DALRD3,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
DAOA,4,0,4,0,False,"criteria provided, single submitter"
DAZAP2,4,0,4,0,False,"criteria provided, single submitter"
DCAF12L1,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
DCAF8L2,4,0,4,0,False,"criteria provided, single submitter"
DDX4,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
DDX55,4,0,4,0,False,"criteria provided, single submitter"
DEFB106A,4,0,4,0,False,"criteria provided, single submitter"
DEFB125,4,0,4,0,False,"criteria provided, single submitter"
DEGS2,4,0,4,0,False,"criteria provided, single submitter"
DEPDC1,4,0,4,0,False,"criteria provided, single submitter"
DGKD,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
DHX33,4,0,4,0,False,"criteria provided, single submitter"
DIO3,4,0,4,0,False,"criteria provided, single submitter"
DIPK1B,4,0,4,0,False,"criteria provided, single submitter"
DKK1,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
DMAC2L,4,0,4,0,False,"criteria provided, single submitter"
DMRTB1,4,0,4,0,False,"criteria provided, single submitter"
DMRTC2,4,0,4,0,False,"criteria provided, single submitter"
DNAJB7,4,0,4,0,False,"criteria provided, single submitter"
DNAJB8,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
DNAJC1,4,0,4,0,False,"criteria provided, single submitter"
DNAJC28,4,0,4,0,False,"criteria provided, single submitter"
DNER,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
DPH7,4,0,4,0,False,"criteria provided, single submitter"
DPP4,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
DQX1,4,0,4,0,False,"criteria provided, single submitter"
DRG1,4,4,0,0,False,"criteria provided, single submitter | no assertion criteria provided"
DUSP11,4,0,4,0,False,"criteria provided, single submitter"
DUSP12,4,0,4,0,False,"criteria provided, single submitter"
DUSP21,4,0,4,0,False,"criteria provided, single submitter"
DUSP6,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
DYDC2,4,0,4,0,False,"criteria provided, single submitter"
DYRK4,4,0,4,0,False,"criteria provided, single submitter"
DZANK1,4,0,4,0,False,"criteria provided, single submitter"
ECI1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ECT2,4,0,4,0,False,"criteria provided, single submitter"
EDRF1,4,0,4,0,False,"criteria provided, single submitter"
EFCAB7,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
EGR4,4,0,4,0,False,"criteria provided, single submitter"
EIF5B,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ELFN2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ELL2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ELMOD2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
EMCN,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
EME2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts"
EN1,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
ENDOU,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ENO4,4,0,4,0,False,"criteria provided, single submitter"
ENPP2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ENTR1,4,0,4,0,False,"criteria provided, single submitter"
EOMES,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
EQTN,4,0,4,0,False,"criteria provided, single submitter"
ERICH5,4,0,4,0,False,"criteria provided, single submitter"
ERMN,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ESM1,4,0,4,0,False,"criteria provided, single submitter"
ESRRG,4,4,0,0,False,"criteria provided, single submitter"
ESYT1,4,0,4,0,False,"criteria provided, single submitter"
EVA1C,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
EXOC8,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
EXTL2,4,0,4,0,False,"criteria provided, single submitter"
EZR,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
FAAP20,4,0,4,0,False,"criteria provided, single submitter"
FABP3,4,0,4,0,False,"criteria provided, single submitter"
FAM131C,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
FAM135A,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
FAM184A,4,0,4,0,False,"criteria provided, single submitter"
FAM193A,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
FAM193B,4,0,4,0,False,"criteria provided, single submitter"
FAM43A,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
FAM81B,4,0,4,0,False,"criteria provided, single submitter"
FAM83A,4,0,4,0,False,"criteria provided, single submitter"
FASTK,4,0,4,0,False,"criteria provided, single submitter"
FATE1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
FBF1,4,0,4,0,False,"criteria provided, single submitter"
FBXO10,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
FBXO16,4,0,4,0,False,"criteria provided, single submitter"
FBXO33,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
FBXO48,4,0,4,0,False,"criteria provided, single submitter"
FBXW5,4,0,4,0,False,"criteria provided, single submitter"
FGL1,4,0,4,0,False,"criteria provided, single submitter"
FGR,4,0,4,0,False,"criteria provided, single submitter"
FHL2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
FIRRM,4,0,4,0,False,"criteria provided, single submitter"
FMO5,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
FN3KRP,4,0,4,0,False,"criteria provided, single submitter"
FNDC8,4,0,4,0,False,"criteria provided, single submitter"
FOLR2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
FOXI2,4,0,4,0,False,"criteria provided, single submitter"
FOXO1,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
FOXO4,4,0,4,0,False,"criteria provided, single submitter"
FOXQ1,4,0,4,0,False,"criteria provided, single submitter"
FRG2C,4,0,4,0,False,"criteria provided, single submitter"
FRS3,4,0,4,0,False,"criteria provided, single submitter"
FTHL17,4,0,4,0,False,"criteria provided, single submitter"
FUBP3,4,0,4,0,False,"criteria provided, single submitter"
FUT11,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GABRG3,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
GABRR2,4,0,4,0,False,"criteria provided, single submitter"
GAD2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts"
GADD45GIP1,4,0,4,0,False,"criteria provided, single submitter"
GALNT6,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GALP,4,0,4,0,False,"criteria provided, single submitter"
GAPT,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GAS1,4,0,4,0,False,"criteria provided, single submitter"
GCM1,4,0,4,0,False,"criteria provided, single submitter"
GCSAM,4,0,4,0,False,"criteria provided, single submitter"
GDF7,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GDNF,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GDPD5,4,0,4,0,False,"criteria provided, single submitter"
GDPGP1,4,0,4,0,False,"criteria provided, single submitter"
GEM,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GFRAL,4,0,4,0,False,"criteria provided, single submitter"
GGA2,4,0,4,0,False,"criteria provided, single submitter"
GGH,4,0,4,0,False,"criteria provided, single submitter"
GGPS1,4,4,0,0,False,"criteria provided, single submitter | no assertion criteria provided"
GIMAP1-GIMAP5,4,0,4,0,False,"criteria provided, single submitter"
GLIPR1,4,0,4,0,False,"criteria provided, single submitter"
GLYATL2,4,0,4,0,False,"criteria provided, single submitter"
GMEB2,4,0,4,0,False,"criteria provided, single submitter"
GOLGA5,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GOLGA6L22,4,0,4,0,False,"criteria provided, single submitter"
GOLGA8A,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GOLGA8M,4,0,4,0,False,"criteria provided, single submitter"
GPC1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GPER1,4,0,4,0,False,"criteria provided, single submitter"
GPR119,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GPR15,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GPR17,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GPR32,4,0,4,0,False,"criteria provided, single submitter"
GPR37,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GPR55,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GRAMD1A,4,0,4,0,False,"criteria provided, single submitter"
GRAMD4,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GRAP2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GRIK5,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
GRIPAP1,4,0,4,0,False,"criteria provided, single submitter"
GRK4,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GRPEL2,4,0,4,0,False,"criteria provided, single submitter"
GRTP1,4,0,4,0,False,"criteria provided, single submitter"
GSDMA,4,0,4,0,False,"criteria provided, single submitter"
GSTK1,4,0,4,0,False,"criteria provided, single submitter"
GSTO1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GTF3C2,4,0,4,0,False,"criteria provided, single submitter"
GTF3C5,4,0,4,0,False,"criteria provided, single submitter"
GUCA1B,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GUCA2B,4,0,4,0,False,"criteria provided, single submitter"
H2AP,4,0,4,0,False,"criteria provided, single submitter"
H2BW1,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
HAND1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
HAPLN3,4,0,4,0,False,"criteria provided, single submitter"
HCRTR2,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
HDAC11,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
HECTD3,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
HEPACAM2,4,0,4,0,False,"criteria provided, single submitter"
HES7,4,4,0,0,False,"criteria provided, single submitter | no assertion criteria provided"
HEYL,4,0,4,0,False,"criteria provided, single submitter"
HHIPL1,4,0,4,0,False,"criteria provided, single submitter"
HHIPL2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
HIRIP3,4,0,4,0,False,"criteria provided, single submitter"
HMGN5,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
HOXD9,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
HPGDS,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
HSD17B7,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
HSPA4,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
HSPB3,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
HSPBAP1,4,0,4,0,False,"criteria provided, single submitter"
HTR4,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
HTRA4,4,0,4,0,False,"criteria provided, single submitter"
HUNK,4,0,4,0,False,"criteria provided, single submitter"
ICAM4,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
ICAM5,4,0,4,0,False,"criteria provided, single submitter"
IFIT3,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
IFNA14,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
IFNA16,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
IFNA21,4,0,4,0,False,"criteria provided, single submitter"
IFNA5,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
IFNE,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
IGDCC3,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
IGSF5,4,0,4,0,False,"criteria provided, single submitter"
IHO1,4,0,4,0,False,"criteria provided, single submitter"
IKZF2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
IL17F,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
IL18R1,4,0,4,0,False,"criteria provided, single submitter"
IL20RB,4,0,4,0,False,"criteria provided, single submitter"
IL22,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
IL3RA,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
IL9R,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts"
ILK,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
IMMT,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
INHBC,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
INO80D,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
INPP5J,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
INS-IGF2,4,0,4,0,False,"criteria provided, single submitter"
INTS2,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
IP6K3,4,0,4,0,False,"criteria provided, single submitter"
IPCEF1,4,0,4,0,False,"criteria provided, single submitter"
IPO11,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
IQCG,4,0,4,0,False,"criteria provided, single submitter"
IRF9,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ISG20L2,4,0,4,0,False,"criteria provided, single submitter"
ISLR,4,0,4,0,False,"criteria provided, single submitter"
ITGA1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ITGB5,4,0,4,0,False,"criteria provided, single submitter"
ITLN1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
ITPRIP,4,0,4,0,False,"criteria provided, single submitter"
IWS1,4,0,4,0,False,"criteria provided, single submitter"
IZUMO2,4,0,4,0,False,"criteria provided, single submitter"
KCNK15,4,0,4,0,False,"criteria provided, single submitter"
KDM4A,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
KDM4E,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
KHDC1,4,0,4,0,False,"criteria provided, single submitter"
KIAA1328,4,0,4,0,False,"criteria provided, single submitter"
KIF25,4,0,4,0,False,"criteria provided, single submitter"
KLHL31,4,0,4,0,False,"criteria provided, single submitter"
KRBA2,4,0,4,0,False,"criteria provided, single submitter"
KRCC1,4,0,4,0,False,"criteria provided, single submitter"
KRT15,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
KRT18,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
KRT20,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
KRT23,4,0,4,0,False,"criteria provided, single submitter"
KRT27,4,0,4,0,False,"criteria provided, single submitter"
KRT33A,4,0,4,0,False,"criteria provided, single submitter"
KRTAP1-3,4,0,4,0,False,"criteria provided, single submitter"
KRTAP1-5,4,0,4,0,False,"criteria provided, single submitter"
KRTAP12-2,4,0,4,0,False,"criteria provided, single submitter"
KRTAP5-5,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
KTN1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
L1TD1,4,0,4,0,False,"criteria provided, single submitter"
